,Entry,Mass,Feature,Feature.1,feature,Feature.2
10474,Q96EU7,"36,382",Q96EU7,Q96EU7,Q96EU7,Q96EU7
10475,Q6UB35,"105,790",Q6UB35,Q6UB35,Q6UB35,Q6UB35
10476,Q9BXJ2,"30,683",Q9BXJ2,Q9BXJ2,Q9BXJ2,Q9BXJ2
10477,Q7Z388,"83,756",Q7Z388,Q7Z388,Q7Z388,Q7Z388
10478,Q8N9H9,"69,787",Q8N9H9,Q8N9H9,Q8N9H9,Q8N9H9
10479,Q8N0U7,"62,035",Q8N0U7,Q8N0U7,Q8N0U7,Q8N0U7
10480,Q9NRR3,"9,223",Q9NRR3,Q9NRR3,Q9NRR3,Q9NRR3
10481,Q5SVJ3,"17,617",Q5SVJ3,Q5SVJ3,Q5SVJ3,Q5SVJ3
10482,O95561,"21,209",O95561,O95561,O95561,O95561
10483,Q5VVC0,"20,418",Q5VVC0,Q5VVC0,Q5VVC0,Q5VVC0
10484,Q8NFJ8,"36,997",Q8NFJ8,Q8NFJ8,Q8NFJ8,Q8NFJ8
10485,Q9UBW5,"61,874",Q9UBW5,Q9UBW5,Q9UBW5,Q9UBW5
10486,Q9H4G1,"17,276",Q9H4G1,Q9H4G1,Q9H4G1,Q9H4G1
10487,Q12996,"82,922",Q12996,Q12996,Q12996,Q12996
10488,P30411,"44,461",P30411,P30411,P30411,P30411
10489,P11021,"72,333",P11021,P11021,P11021,P11021
10490,A8MY62,"54,653",A8MY62,A8MY62,A8MY62,A8MY62
10491,Q8IZY5,"12,045",Q8IZY5,Q8IZY5,Q8IZY5,Q8IZY5
10492,P30043,"22,119",P30043,P30043,P30043,P30043
10493,O95972,"45,055",O95972,O95972,O95972,O95972
10494,Q01954,"110,972",Q01954,Q01954,Q01954,Q01954
10495,Q9H3K6,"10,117",Q9H3K6,Q9H3K6,Q9H3K6,Q9H3K6
10496,Q8N9W6,"31,301",Q8N9W6,Q8N9W6,Q8N9W6,Q8N9W6
10497,Q96IK1,"19,196",Q96IK1,Q96IK1,Q96IK1,Q96IK1
10498,O14613,"22,484",O14613,O14613,O14613,O14613
10499,Q96FH0,"13,403",Q96FH0,Q96FH0,Q96FH0,Q96FH0
10500,Q7Z5Y6,"44,798",Q7Z5Y6,Q7Z5Y6,Q7Z5Y6,Q7Z5Y6
10501,Q8NFQ6,"56,469",Q8NFQ6,Q8NFQ6,Q8NFQ6,Q8NFQ6
10502,P50747,"80,760",P50747,P50747,P50747,P50747
10503,Q9BQP9,"28,436",Q9BQP9,Q9BQP9,Q9BQP9,Q9BQP9
10504,O95861,"33,392",O95861,O95861,O95861,O95861
10505,P25440,"88,061",P25440,P25440,P25440,P25440
10506,Q8WUW1,"8,745",Q8WUW1,Q8WUW1,Q8WUW1,Q8WUW1
10507,Q9NPI1,"74,139",Q9NPI1,Q9NPI1,Q9NPI1,Q9NPI1
10508,A0A1B0GUI7,"9,747",A0A1B0GUI7,A0A1B0GUI7,A0A1B0GUI7,A0A1B0GUI7
10509,Q5VTR2,"113,662",Q5VTR2,Q5VTR2,Q5VTR2,Q5VTR2
10510,Q5VW32,"46,476",Q5VW32,Q5VW32,Q5VW32,Q5VW32
10511,P55201,"137,499",P55201,P55201,P55201,P55201
10512,Q96Q07,"69,188",Q96Q07,Q96Q07,Q96Q07,Q96Q07
10513,A6QL63,"120,884",A6QL63,A6QL63,A6QL63,A6QL63
10514,Q9NW68,"47,163",Q9NW68,Q9NW68,Q9NW68,Q9NW68
10515,Q8WVV5,"59,070",Q8WVV5,Q8WVV5,Q8WVV5,Q8WVV5
10516,Q6UXG8,"59,716",Q6UXG8,Q6UXG8,Q6UXG8,Q6UXG8
10517,P78410,"36,428",P78410,P78410,P78410,P78410
10518,Q9NR16,"159,239",Q9NR16,Q9NR16,Q9NR16,Q9NR16
10519,Q3MJ40,"82,951",Q3MJ40,Q3MJ40,Q3MJ40,Q3MJ40
10520,Q8IYA2,"143,112",Q8IYA2,Q8IYA2,Q8IYA2,Q8IYA2
10521,Q6NUI1,"23,810",Q6NUI1,Q6NUI1,Q6NUI1,Q6NUI1
10522,Q69YN2,"60,619",Q69YN2,Q69YN2,Q69YN2,Q69YN2
10523,Q8WY36,"105,130",Q8WY36,Q8WY36,Q8WY36,Q8WY36
10524,O14874,"46,360",O14874,O14874,O14874,O14874
10525,O95999,"26,252",O95999,O95999,O95999,O95999
10526,P20749,"47,584",P20749,P20749,P20749,P20749
10527,Q6W2J9,"192,189",Q6W2J9,Q6W2J9,Q6W2J9,Q6W2J9
10528,Q9NYF8,"106,122",Q9NYF8,Q9NYF8,Q9NYF8,Q9NYF8
10529,Q9H2M3,"40,354",Q9H2M3,Q9H2M3,Q9H2M3,Q9H2M3
10530,P53004,"33,428",P53004,P53004,P53004,P53004
10531,O00499,"64,699",O00499,O00499,O00499,O00499
10532,Q5W186,"18,135",Q5W186,Q5W186,Q5W186,Q5W186
10533,Q9H4D0,"107,006",Q9H4D0,Q9H4D0,Q9H4D0,Q9H4D0
10534,Q12983,"27,832",Q12983,Q12983,Q12983,Q12983
10535,Q7Z465,"39,713",Q7Z465,Q7Z465,Q7Z465,Q7Z465
10536,P18075,"49,313",P18075,P18075,P18075,P18075
10537,P34820,"44,768",P34820,P34820,P34820,P34820
10538,Q9GZL8,"12,676",Q9GZL8,Q9GZL8,Q9GZL8,Q9GZL8
10539,Q8NFQ5,"49,717",Q8NFQ5,Q8NFQ5,Q8NFQ5,Q8NFQ5
10540,Q86WA6,"32,543",Q86WA6,Q86WA6,Q86WA6,Q86WA6
10541,Q9NP55,"26,713",Q9NP55,Q9NP55,Q9NP55,Q9NP55
10542,Q96DR5,"27,011",Q96DR5,Q96DR5,Q96DR5,Q96DR5
10543,Q9HAW0,"46,533",Q9HAW0,Q9HAW0,Q9HAW0,Q9HAW0
10544,Q58F21,"107,954",Q58F21,Q58F21,Q58F21,Q58F21
10545,Q5PSV4,"37,629",Q5PSV4,Q5PSV4,Q5PSV4,Q5PSV4
10546,P38398,"207,721",P38398,P38398,P38398,P38398
10547,P51587,"384,202",P51587,P51587,P51587,P51587
10548,Q8WZ55,"35,197",Q8WZ55,Q8WZ55,Q8WZ55,Q8WZ55
10549,Q10588,"35,724",Q10588,Q10588,Q10588,Q10588
10550,P43251,"61,133",P43251,P43251,P43251,P43251
10551,A6NE02,"52,471",A6NE02,A6NE02,A6NE02,A6NE02
10552,Q9UIR0,"50,436",Q9UIR0,Q9UIR0,Q9UIR0,Q9UIR0
10553,Q96KV6,"65,713",Q96KV6,Q96KV6,Q96KV6,Q96KV6
10554,Q9H114,"16,989",Q9H114,Q9H114,Q9H114,Q9H114
10555,O75638,"21,090",O75638,O75638,O75638,O75638
10556,O15392,"16,389",O15392,O15392,O15392,O15392
10557,P54132,"159,000",P54132,P54132,P54132,P54132
10558,P62952,"9,876",P62952,P62952,P62952,P62952
10559,O00327,"68,762",O00327,O00327,O00327,O00327
10560,Q8WV28,"50,466",Q8WV28,Q8WV28,Q8WV28,Q8WV28
10561,Q8WYA1,"70,887",Q8WYA1,Q8WYA1,Q8WYA1,Q8WYA1
10562,O75936,"44,715",O75936,O75936,O75936,O75936
10563,Q6ZN30,"122,330",Q6ZN30,Q6ZN30,Q6ZN30,Q6ZN30
10564,Q9UMX3,"23,280",Q9UMX3,Q9UMX3,Q9UMX3,Q9UMX3
10565,Q9Y3E2,"14,289",Q9Y3E2,Q9Y3E2,Q9Y3E2,Q9Y3E2
10566,Q7L3V2,"39,299",Q7L3V2,Q7L3V2,Q7L3V2,Q7L3V2
10567,Q96GS4,"37,226",Q96GS4,Q96GS4,Q96GS4,Q96GS4
10568,Q9UKI2,"27,678",Q9UKI2,Q9UKI2,Q9UKI2,Q9UKI2
10569,Q6NZY7,"15,207",Q6NZY7,Q6NZY7,Q6NZY7,Q6NZY7
10570,Q12830,"338,262",Q12830,Q12830,Q12830,Q12830
10571,Q7Z569,"67,305",Q7Z569,Q7Z569,Q7Z569,Q7Z569
10572,Q9H8M2,"67,000",Q9H8M2,Q9H8M2,Q9H8M2,Q9H8M2
10573,Q6PL45,"28,486",Q6PL45,Q6PL45,Q6PL45,Q6PL45
10574,Q9NSI6,"262,936",Q9NSI6,Q9NSI6,Q9NSI6,Q9NSI6
10575,Q6RI45,"203,598",Q6RI45,Q6RI45,Q6RI45,Q6RI45
10576,P46736,"36,072",P46736,P46736,P46736,P46736
10577,Q075Z2,"15,693",Q075Z2,Q075Z2,Q075Z2,Q075Z2
10578,C9JJ37,"32,365",C9JJ37,C9JJ37,C9JJ37,C9JJ37
10579,P35070,"19,746",P35070,P35070,P35070,P35070
10580,Q9BX70,"55,931",Q9BX70,Q9BX70,Q9BX70,Q9BX70
10581,Q9Y2F9,"58,420",Q9Y2F9,Q9Y2F9,Q9Y2F9,Q9Y2F9
10582,Q06187,"76,281",Q06187,Q06187,Q06187,Q06187
10583,Q7Z6A9,"32,834",Q7Z6A9,Q7Z6A9,Q7Z6A9,Q7Z6A9
10584,Q13410,"58,960",Q13410,Q13410,Q13410,Q13410
10585,Q6UXE8,"52,251",Q6UXE8,Q6UXE8,Q6UXE8,Q6UXE8
10586,O00481,"57,677",O00481,O00481,O00481,O00481
10587,Q9Y6E2,"48,162",Q9Y6E2,Q9Y6E2,Q9Y6E2,Q9Y6E2
10588,P15538,"57,573",P15538,P15538,P15538,P15538
10589,Q96MC4,"69,839",Q96MC4,Q96MC4,Q96MC4,Q96MC4
10590,Q96HQ2,"13,196",Q96HQ2,Q96HQ2,Q96HQ2,Q96HQ2
10591,Q53TS8,"71,159",Q53TS8,Q53TS8,Q53TS8,Q53TS8
10592,Q5T0F9,"94,224",Q5T0F9,Q5T0F9,Q5T0F9,Q5T0F9
10593,O60676,"16,275",O60676,O60676,O60676,O60676
10594,Q8NBC4,"21,159",Q8NBC4,Q8NBC4,Q8NBC4,Q8NBC4
10595,A0A1B0GTL2,"20,914",A0A1B0GTL2,A0A1B0GTL2,A0A1B0GTL2,A0A1B0GTL2
10596,Q15059,"79,542",Q15059,Q15059,Q15059,Q15059
10597,P15056,"84,437",P15056,P15056,P15056,P15056
10598,P59051,"16,132",P59051,P59051,P59051,P59051
10599,Q6PJG6,"88,119",Q6PJG6,Q6PJG6,Q6PJG6,Q6PJG6
10600,Q9H0E9,"135,336",Q9H0E9,Q9H0E9,Q9H0E9,Q9H0E9
10601,Q9HCU9,"28,461",Q9HCU9,Q9HCU9,Q9HCU9,Q9HCU9
10602,O95696,"119,520",O95696,O95696,O95696,O95696
10603,B2RXH4,"77,931",B2RXH4,B2RXH4,B2RXH4,B2RXH4
10604,Q10589,"19,769",Q10589,Q10589,Q10589,Q10589
10605,P62324,"19,209",P62324,P62324,P62324,P62324
10606,Q7KYR7,"59,633",Q7KYR7,Q7KYR7,Q7KYR7,Q7KYR7
10607,A8MVZ5,"32,612",A8MVZ5,A8MVZ5,A8MVZ5,A8MVZ5
10608,O95971,"19,810",O95971,O95971,O95971,O95971
10609,Q13895,"49,601",Q13895,Q13895,Q13895,Q13895
10610,Q8N1D0,"27,061",Q8N1D0,Q8N1D0,Q8N1D0,Q8N1D0
10611,Q9BRD0,"70,521",Q9BRD0,Q9BRD0,Q9BRD0,Q9BRD0
10612,Q7L1Q6,"48,043",Q7L1Q6,Q7L1Q6,Q7L1Q6,Q7L1Q6
10613,O14523,"76,181",O14523,O14523,O14523,O14523
10614,Q8NCU7,"39,744",Q8NCU7,Q8NCU7,Q8NCU7,Q8NCU7
10615,P11586,"101,559",P11586,P11586,P11586,P11586
10616,P20851,"28,357",P20851,P20851,P20851,P20851
10617,O75973,"26,453",O75973,O75973,O75973,O75973
10618,P0DN25,"36,396",P0DN25,P0DN25,P0DN25,P0DN25
10619,Q9NRR8,"8,925",Q9NRR8,Q9NRR8,Q9NRR8,Q9NRR8
10620,Q5SR53,"18,168",Q5SR53,Q5SR53,Q5SR53,Q5SR53
10621,Q8IVY1,"12,024",Q8IVY1,Q8IVY1,Q8IVY1,Q8IVY1
10622,Q9BRK5,"41,807",Q9BRK5,Q9BRK5,Q9BRK5,Q9BRK5
10623,Q96KC9,"43,003",Q96KC9,Q96KC9,Q96KC9,Q96KC9
10624,Q9H159,"87,002",Q9H159,Q9H159,Q9H159,Q9H159
10625,Q9HBT6,"88,993",Q9HBT6,Q9HBT6,Q9HBT6,Q9HBT6
10626,P55283,"100,281",P55283,P55283,P55283,P55283
10627,O00305,"58,169",O00305,O00305,O00305,O00305
10628,Q9UJ99,"89,091",Q9UJ99,Q9UJ99,Q9UJ99,Q9UJ99
10629,Q9P1Z2,"77,336",Q9P1Z2,Q9P1Z2,Q9P1Z2,Q9P1Z2
10630,P55287,"87,965",P55287,P55287,P55287,P55287
10631,P40121,"38,499",P40121,P40121,P40121,P40121
10632,Q9BQM9,"17,214",Q9BQM9,Q9BQM9,Q9BQM9,Q9BQM9
10633,Q8TDH9,"21,609",Q8TDH9,Q8TDH9,Q8TDH9,Q8TDH9
10634,Q96P09,"27,089",Q96P09,Q96P09,Q96P09,Q96P09
10635,P46663,"40,495",P46663,P46663,P46663,P46663
10636,Q5H9B9,"46,091",Q5H9B9,Q5H9B9,Q5H9B9,Q5H9B9
10637,P51451,"57,706",P51451,P51451,P51451,P51451
10638,P13497,"111,249",P13497,P13497,P13497,P13497
10639,O60238,"23,930",O60238,O60238,O60238,O60238
10640,Q53HL2,"31,323",Q53HL2,Q53HL2,Q53HL2,Q53HL2
10641,Q9H3Q1,"37,980",Q9H3Q1,Q9H3Q1,Q9H3Q1,Q9H3Q1
10642,P59826,"50,342",P59826,P59826,P59826,P59826
10643,P32247,"44,411",P32247,P32247,P32247,P32247
10644,Q76B58,"88,445",Q76B58,Q76B58,Q76B58,Q76B58
10645,O00478,"65,002",O00478,O00478,O00478,O00478
10646,O43683,"122,375",O43683,O43683,O43683,O43683
10647,A2RUR9,"165,125",A2RUR9,A2RUR9,A2RUR9,A2RUR9
10648,P02745,"26,017",P02745,P02745,P02745,P02745
10649,A8MPP1,"101,811",A8MPP1,A8MPP1,A8MPP1,A8MPP1
10650,Q6ZSU1,"16,683",Q6ZSU1,Q6ZSU1,Q6ZSU1,Q6ZSU1
10651,Q6ZPD9,"83,197",Q6ZPD9,Q6ZPD9,Q6ZPD9,Q6ZPD9
10652,P21730,"39,336",P21730,P21730,P21730,P21730
10653,Q4G0S4,"42,632",Q4G0S4,Q4G0S4,Q4G0S4,Q4G0S4
10654,Q96LT6,"29,561",Q96LT6,Q96LT6,Q96LT6,Q96LT6
10655,Q96MC9,"29,841",Q96MC9,Q96MC9,Q96MC9,Q96MC9
10656,Q5T0J3,"15,074",Q5T0J3,Q5T0J3,Q5T0J3,Q5T0J3
10657,A1L170,"29,057",A1L170,A1L170,A1L170,A1L170
10658,Q6ZS94,"24,356",Q6ZS94,Q6ZS94,Q6ZS94,Q6ZS94
10659,A0A0U1RR37,"20,280",A0A0U1RR37,A0A0U1RR37,A0A0U1RR37,A0A0U1RR37
10660,Q8N1I8,"22,698",Q8N1I8,Q8N1I8,Q8N1I8,Q8N1I8
10661,Q13698,"212,350",Q13698,Q13698,Q13698,Q13698
10662,Q8TDN4,"67,599",Q8TDN4,Q8TDN4,Q8TDN4,Q8TDN4
10663,Q08289,"73,581",Q08289,Q08289,Q08289,Q08289
10664,O00555,"282,564",O00555,O00555,O00555,O00555
10665,Q00975,"262,496",Q00975,Q00975,Q00975,Q00975
10666,P12830,"97,456",P12830,P12830,P12830,P12830
10667,Q8N126,"43,300",Q8N126,Q8N126,Q8N126,Q8N126
10668,Q5T440,"38,155",Q5T440,Q5T440,Q5T440,Q5T440
10669,Q13901,"16,019",Q13901,Q13901,Q13901,Q13901
10670,P0DP73,"8,736",P0DP73,P0DP73,P0DP73,P0DP73
10671,Q9BV19,"21,877",Q9BV19,Q9BV19,Q9BV19,Q9BV19
10672,Q6ZSJ8,"11,471",Q6ZSJ8,Q6ZSJ8,Q6ZSJ8,Q6ZSJ8
10673,Q8NAE3,"13,125",Q8NAE3,Q8NAE3,Q8NAE3,Q8NAE3
10674,Q9Y5P4,"70,835",Q9Y5P4,Q9Y5P4,Q9Y5P4,Q9Y5P4
10675,Q5JVX7,"46,135",Q5JVX7,Q5JVX7,Q5JVX7,Q5JVX7
10676,Q8WTZ4,"22,622",Q8WTZ4,Q8WTZ4,Q8WTZ4,Q8WTZ4
10677,P55290,"78,287",P55290,P55290,P55290,P55290
10678,Q9NPB3,"24,482",Q9NPB3,Q9NPB3,Q9NPB3,Q9NPB3
10679,Q12864,"92,219",Q12864,Q12864,Q12864,Q12864
10680,P57796,"30,433",P57796,P57796,P57796,P57796
10681,Q9H251,"369,494",Q9H251,Q9H251,Q9H251,Q9H251
10682,P33151,"87,528",P33151,P33151,P33151,P33151
10683,Q15878,"261,731",Q15878,Q15878,Q15878,Q15878
10684,Q9ULB5,"87,086",Q9ULB5,Q9ULB5,Q9ULB5,Q9ULB5
10685,Q86XJ0,"38,496",Q86XJ0,Q86XJ0,Q86XJ0,Q86XJ0
10686,Q8N5C1,"35,170",Q8N5C1,Q8N5C1,Q8N5C1,Q8N5C1
10687,Q5R3K3,"34,458",Q5R3K3,Q5R3K3,Q5R3K3,Q5R3K3
10688,Q9ULX7,"37,668",Q9ULX7,Q9ULX7,Q9ULX7,Q9ULX7
10689,P35218,"34,750",P35218,P35218,P35218,P35218
10690,P05937,"30,025",P05937,P05937,P05937,P05937
10691,Q96L12,"44,996",Q96L12,Q96L12,Q96L12,Q96L12
10692,P49913,"19,301",P49913,P49913,P49913,P49913
10693,A8MX76,"79,568",A8MX76,A8MX76,A8MX76,A8MX76
10694,P63098,"19,300",P63098,P63098,P63098,P63098
10695,Q96LZ3,"19,533",Q96LZ3,Q96LZ3,Q96LZ3,Q96LZ3
10696,Q9BXL7,"133,284",Q9BXL7,Q9BXL7,Q9BXL7,Q9BXL7
10697,Q8N187,"80,698",Q8N187,Q8N187,Q8N187,Q8N187
10698,Q16568,"12,829",Q16568,Q16568,Q16568,Q16568
10699,O60566,"119,545",O60566,O60566,O60566,O60566
10700,B2RNN3,"34,713",B2RNN3,B2RNN3,B2RNN3,B2RNN3
10701,Q86Z23,"24,909",Q86Z23,Q86Z23,Q86Z23,Q86Z23
10702,Q9BXJ3,"35,256",Q9BXJ3,Q9BXJ3,Q9BXJ3,Q9BXJ3
10703,Q6NUT2,"87,374",Q6NUT2,Q6NUT2,Q6NUT2,Q6NUT2
10704,Q8WWF1,"14,923",Q8WWF1,Q8WWF1,Q8WWF1,Q8WWF1
10705,Q8NDD1,"32,610",Q8NDD1,Q8NDD1,Q8NDD1,Q8NDD1
10706,Q9NX04,"23,373",Q9NX04,Q9NX04,Q9NX04,Q9NX04
10707,Q9NSG2,"96,554",Q9NSG2,Q9NSG2,Q9NSG2,Q9NSG2
10708,P54289,"124,568",P54289,P54289,P54289,P54289
10709,Q9NY47,"129,817",Q9NY47,Q9NY47,Q9NY47,Q9NY47
10710,Q9UKL3,"222,658",Q9UKL3,Q9UKL3,Q9UKL3,Q9UKL3
10711,Q9H8G2,"38,368",Q9H8G2,Q9H8G2,Q9H8G2,Q9H8G2
10712,Q9BXU9,"24,837",Q9BXU9,Q9BXU9,Q9BXU9,Q9BXU9
10713,Q9H246,"13,865",Q9H246,Q9H246,Q9H246,Q9H246
10714,Q02641,"65,714",Q02641,Q02641,Q02641,Q02641
10715,O75952,"52,774",O75952,O75952,O75952,O75952
10716,Q13634,"88,073",Q13634,Q13634,Q13634,Q13634
10717,Q86UP0,"87,752",Q86UP0,Q86UP0,Q86UP0,Q86UP0
10718,Q13112,"61,493",Q13112,Q13112,Q13112,Q13112
10719,Q5VU97,"142,290",Q5VU97,Q5VU97,Q5VU97,Q5VU97
10720,P27797,"48,142",P27797,P27797,P27797,P27797
10721,Q9P1Y5,"134,750",Q9P1Y5,Q9P1Y5,Q9P1Y5,Q9P1Y5
10722,O75155,"135,256",O75155,O75155,O75155,O75155
10723,P27824,"67,568",P27824,P27824,P27824,P27824
10724,Q01518,"51,901",Q01518,Q01518,Q01518,Q01518
10725,Q6IMN6,"125,925",Q6IMN6,Q6IMN6,Q6IMN6,Q6IMN6
10726,P47756,"31,350",P47756,P47756,P47756,P47756
10727,Q96LW7,"25,589",Q96LW7,Q96LW7,Q96LW7,Q96LW7
10728,Q8N4J0,"47,186",Q8N4J0,Q8N4J0,Q8N4J0,Q8N4J0
10729,Q9H560,"30,436",Q9H560,Q9H560,Q9H560,Q9H560
10730,Q9C0C7,"142,507",Q9C0C7,Q9C0C7,Q9C0C7,Q9C0C7
10731,B4E2M5,"27,916",B4E2M5,B4E2M5,B4E2M5,B4E2M5
10732,Q6UB99,"297,913",Q6UB99,Q6UB99,Q6UB99,Q6UB99
10733,Q9UPM8,"127,287",Q9UPM8,Q9UPM8,Q9UPM8,Q9UPM8
10734,Q9BXS5,"48,587",Q9BXS5,Q9BXS5,Q9BXS5,Q9BXS5
10735,Q9NYG5,"9,841",Q9NYG5,Q9NYG5,Q9NYG5,Q9NYG5
10736,P60006,"14,281",P60006,P60006,P60006,P60006
10737,P08758,"35,937",P08758,P08758,P08758,P08758
10738,Q8N1W1,"191,891",Q8N1W1,Q8N1W1,Q8N1W1,Q8N1W1
10739,Q15052,"87,499",Q15052,Q15052,Q15052,Q15052
10740,Q8TD26,"305,412",Q8TD26,Q8TD26,Q8TD26,Q8TD26
10741,O14497,"242,045",O14497,O14497,O14497,O14497
10742,P36405,"20,456",P36405,P36405,P36405,P36405
10743,Q8TCZ7,"5,991",Q8TCZ7,Q8TCZ7,Q8TCZ7,Q8TCZ7
10744,Q7Z589,"141,468",Q7Z589,Q7Z589,Q7Z589,Q7Z589
10745,Q30KP8,"8,755",Q30KP8,Q30KP8,Q30KP8,Q30KP8
10746,Q13117,"63,111",Q13117,Q13117,Q13117,Q13117
10747,Q8NFT6,"67,243",Q8NFT6,Q8NFT6,Q8NFT6,Q8NFT6
10748,Q96RJ6,"19,017",Q96RJ6,Q96RJ6,Q96RJ6,Q96RJ6
10749,Q8TEB1,"61,670",Q8TEB1,Q8TEB1,Q8TEB1,Q8TEB1
10750,Q9BVC3,"44,825",Q9BVC3,Q9BVC3,Q9BVC3,Q9BVC3
10751,Q3SXM0,"44,264",Q3SXM0,Q3SXM0,Q3SXM0,Q3SXM0
10752,A6NGE4,"67,373",A6NGE4,A6NGE4,A6NGE4,A6NGE4
10753,P0C7V8,"71,191",P0C7V8,P0C7V8,P0C7V8,P0C7V8
10754,P61962,"38,926",P61962,P61962,P61962,P61962
10755,Q9BWK5,"16,829",Q9BWK5,Q9BWK5,Q9BWK5,Q9BWK5
10756,P04080,"11,140",P04080,P04080,P04080,P04080
10757,O75553,"63,775",O75553,O75553,O75553,O75553
10758,Q4QY38,"7,552",Q4QY38,Q4QY38,Q4QY38,Q4QY38
10759,Q9BQY9,"27,671",Q9BQY9,Q9BQY9,Q9BQY9,Q9BQY9
10760,Q9UJU6,"48,207",Q9UJU6,Q9UJU6,Q9UJU6,Q9UJU6
10761,Q9UN19,"32,194",Q9UN19,Q9UN19,Q9UN19,Q9UN19
10762,P16591,"94,638",P16591,P16591,P16591,P16591
10763,O43237,"54,099",O43237,O43237,O43237,O43237
10764,A8MYV0,"40,425",A8MYV0,A8MYV0,A8MYV0,A8MYV0
10765,Q58WW2,"96,292",Q58WW2,Q58WW2,Q58WW2,Q58WW2
10766,P40313,"28,002",P40313,P40313,P40313,P40313
10767,O43246,"68,268",O43246,O43246,O43246,O43246
10768,P16410,"24,656",P16410,P16410,P16410,P16410
10769,Q86XQ3,"46,422",Q86XQ3,Q86XQ3,Q86XQ3,Q86XQ3
10770,P35221,"100,071",P35221,P35221,P35221,P35221
10771,Q86XM0,"90,468",Q86XM0,Q86XM0,Q86XM0,Q86XM0
10772,Q6ZRH7,"133,032",Q6ZRH7,Q6ZRH7,Q6ZRH7,Q6ZRH7
10773,Q9NWM3,"42,258",Q9NWM3,Q9NWM3,Q9NWM3,Q9NWM3
10774,Q9H467,"32,009",Q9H467,Q9H467,Q9H467,Q9H467
10775,Q13011,"35,816",Q13011,Q13011,Q13011,Q13011
10776,P52569,"71,673",P52569,P52569,P52569,P52569
10777,Q93034,"90,955",Q93034,Q93034,Q93034,Q93034
10778,Q13617,"86,983",Q13617,Q13617,Q13617,Q13617
10779,O43169,"16,695",O43169,O43169,O43169,O43169
10780,Q9H4I9,"11,441",Q9H4I9,Q9H4I9,Q9H4I9,Q9H4I9
10781,Q8WUS8,"44,284",Q8WUS8,Q8WUS8,Q8WUS8,Q8WUS8
10782,A6NKP2,"46,869",A6NKP2,A6NKP2,A6NKP2,A6NKP2
10783,Q8WXU2,"48,527",Q8WXU2,Q8WXU2,Q8WXU2,Q8WXU2
10784,Q8N4M1,"73,783",Q8N4M1,Q8N4M1,Q8N4M1,Q8N4M1
10785,Q9UJ94,"16,537",Q9UJ94,Q9UJ94,Q9UJ94,Q9UJ94
10786,Q16619,"21,227",Q16619,Q16619,Q16619,Q16619
10787,Q96RT6,"85,282",Q96RT6,Q96RT6,Q96RT6,Q96RT6
10788,Q7RTX7,"54,092",Q7RTX7,Q7RTX7,Q7RTX7,Q7RTX7
10789,Q6GPI1,"27,923",Q6GPI1,Q6GPI1,Q6GPI1,Q6GPI1
10790,O60931,"41,738",O60931,O60931,O60931,O60931
10791,Q8NG35,"8,923",Q8NG35,Q8NG35,Q8NG35,Q8NG35
10792,Q8N104,"7,369",Q8N104,Q8N104,Q8N104,Q8N104
10793,P61803,"12,497",P61803,P61803,P61803,P61803
10794,Q8NEP3,"80,026",Q8NEP3,Q8NEP3,Q8NEP3,Q8NEP3
10795,Q5D0E6,"59,363",Q5D0E6,Q5D0E6,Q5D0E6,Q5D0E6
10796,Q30KP9,"8,754",Q30KP9,Q30KP9,Q30KP9,Q30KP9
10797,Q8N136,"45,777",Q8N136,Q8N136,Q8N136,Q8N136
10798,Q9UER7,"81,373",Q9UER7,Q9UER7,Q9UER7,Q9UER7
10799,Q9NR90,"54,989",Q9NR90,Q9NR90,Q9NR90,Q9NR90
10800,Q30KQ9,"8,001",Q30KQ9,Q30KQ9,Q30KQ9,Q30KQ9
10801,P01037,"16,388",P01037,P01037,P01037,P01037
10802,Q96NX9,"65,323",Q96NX9,Q96NX9,Q96NX9,Q96NX9
10803,Q14118,"97,441",Q14118,Q14118,Q14118,Q14118
10804,Q96B18,"64,949",Q96B18,Q96B18,Q96B18,Q96B18
10805,Q8TB52,"82,304",Q8TB52,Q8TB52,Q8TB52,Q8TB52
10806,Q8WWM9,"21,405",Q8WWM9,Q8WWM9,Q8WWM9,Q8WWM9
10807,Q99418,"46,546",Q99418,Q99418,Q99418,Q99418
10808,P28325,"16,080",P28325,P28325,P28325,P28325
10809,Q8WTQ1,"8,526",Q8WTQ1,Q8WTQ1,Q8WTQ1,Q8WTQ1
10810,Q86Y56,"93,521",Q86Y56,Q86Y56,Q86Y56,Q86Y56
10811,Q9UI36,"78,562",Q9UI36,Q9UI36,Q9UI36,Q9UI36
10812,Q8NI29,"31,623",Q8NI29,Q8NI29,Q8NI29,Q8NI29
10813,Q9NWN3,"78,711",Q9NWN3,Q9NWN3,Q9NWN3,Q9NWN3
10814,Q96F07,"148,399",Q96F07,Q96F07,Q96F07,Q96F07
10815,Q15438,"46,413",Q15438,Q15438,Q15438,Q15438
10816,O43739,"46,349",O43739,O43739,O43739,O43739
10817,Q9UIA0,"45,672",Q9UIA0,Q9UIA0,Q9UIA0,Q9UIA0
10818,Q6ZMK1,"40,703",Q6ZMK1,Q6ZMK1,Q6ZMK1,Q6ZMK1
10819,P35663,"74,242",P35663,P35663,P35663,P35663
10820,Q14093,"39,079",Q14093,Q14093,Q14093,Q14093
